NO,FOOD_NAME,FOOD_TYPE,AMOUNT_PER_SERVINGS,UNIT,KCAL,PROTEIN,FAT,CARBOHYDRATE
14092,샤롯데 볼,밀크초콜릿,15,g,13.3,0.18,0.9,1.1
14093,석기시대,초콜릿가공품,15,g,11.36,0.11,0.54,1.49
14094,석기시대 초코볼,초콜릿가공품,30,g,46.47,0.43,2.47,5.63
14095,커피슈가,설탕,5,g,0,0,0,0
14096,세븐그레인,초콜릿가공품,30,g,44.55,0.45,2.7,4.68
14097,스키니 바,초콜릿가공품,30,g,114.97,4.72,3.34,20.8
14098,아트라스 땅콩,초콜릿가공품,30,g,123.14,1.89,6.49,14.38
14099,양갱,양갱,50,g,71.5,0.73,0,16.77
14100,에너지바,초콜릿가공품,30,g,104.73,3.31,5.36,11.81
14101,에이비씨 초콜릿,밀크초콜릿,30,g,46.35,0.63,2.34,5.67
14102,오레오 웨하스 스틱 초코 삼아인터내셔날,초콜릿가공품,30,g,47.66,0.48,2.51,5.78
14103,오페라,초콜릿가공품,30,g,42.01,0.5,2.1,5.28
14104,제티 1/3라이트,기타 코코아가공품,100,g,400,5.88,0,94.12
14105,제티 쵸코렛맛,혼합음료,100,g,376.47,5.88,0,88.24
14106,제티 쿠키앤쵸코,혼합음료,100,g,376.47,0,0,94.12
14107,마이구미 포도,젤리,10,g,3.25,0.07,0,0.74
14108,왕꿈틀이,젤리,10,g,3.35,0.07,0,0.76
14109,참새방앗간 복숭아,젤리,10,g,3.3,0.05,0,0.73
14110,쥬빌리 쇼콜라띠에 벨기에 그뤼에 카카오,초콜릿가공품,30,g,48.96,0.55,3.16,4.57
14111,쥬빌리 쇼콜라띠에 하바나코코아,초콜릿,30,g,45.89,0.47,2.53,5.3
14112,블랙바,초콜릿가공품,30,g,43.92,0.83,2.28,4.77
14113,아트라스,초콜릿가공품,30,g,44.19,0.53,2.46,4.77
14114,자유시간,초콜릿가공품,30,g,43.11,0.61,2.1,5.49
14115,핫브레이크,초콜릿가공품,30,g,43.2,0.63,1.89,5.85
14116,초코 바이트,초콜릿가공품,30,g,151.65,2.13,9.8,13.74
14117,초코 빼빼로,초콜릿가공품,30,g,100.89,1.95,4.09,14.42
14118,초코파이,초콜릿가공품,30,g,39.15,0.36,1.02,5.93
14119,초코파이,초콜릿가공품,30,g,40.42,0.39,1.68,5.93
14120,가나,초콜릿,30,g,48.69,0.46,2.91,4.77
14121,새알,초콜릿가공품,30,g,46.71,1.18,3.02,4.45
14122,새알 땅콩볼,초콜릿가공품,30,g,45.9,1.08,2.25,5.49
14123,아몬드 초콜릿,초콜릿가공품,30,g,50.31,0.72,3.29,3.88
14124,카카오 파워 초콜릿,초콜릿,30,g,47.25,0.67,3.15,4.8
14125,투유 마일드,초콜릿,30,g,51.3,0.72,3.24,4.77
14126,투유 밀크리치,밀크초콜릿,30,g,50.4,0.72,3.06,5.04
14127,티피,초콜릿가공품,30,g,44.37,0.96,2.36,5.16
14128,해바라기 초코볼,초콜릿가공품,30,g,48.06,0.73,2.88,4.43
14129,허쉬,초콜릿,30,g,49.14,0.63,3.18,4.53
14130,카라멜 땅콩,캐러멜,30,g,39.15,0.27,1.17,6.84
14131,카라멜 밀크,캐러멜,30,g,40.95,0.36,1.53,6.39
14132,카라멜,캐러멜,30,g,0.09,0,0,0.02
14133,카라멜 통깨,캐러멜,30,g,37.8,0.27,0.99,7.02
14134,카카오 웨이퍼,초콜릿가공품,30,g,47.18,0.72,2.37,5.74
14135,크런키 블랙쿠키바,초콜릿가공품,30,g,43.56,0.63,2.25,5.13
14136,크런키 초코바,초콜릿가공품,30,g,45.09,0.81,2.34,5.4
14137,크림블 카카오,초콜릿가공품,30,g,44.19,0.52,2.45,5
14138,크림블 카카오케이크,초콜릿가공품,30,g,44.19,0.52,2.45,5
14139,크림블 화이트,초콜릿가공품,30,g,43.79,0.51,2.38,5.09
14140,클래식 너츠,초콜릿가공품,30,g,186.41,3.43,12.38,15.33
14141,클래식 베리,초콜릿가공품,30,g,171.7,2.08,9.91,18.56
14142,키세스 다크초콜릿,초콜릿,30,g,48.89,0.5,2.74,5.56
14143,키세스 밀크초콜릿,밀크초콜릿,30,g,48.42,0.63,2.68,5.43
14144,키커,초콜릿가공품,30,g,51.2,0.56,3.19,5.08
14145,키커바,초콜릿가공품,30,g,49.9,0.68,2.98,5.08
14146,키커바 시리얼현미,초콜릿가공품,30,g,47.12,0.61,2.4,5.78
14147,키커바 시리얼현미 미니,초콜릿가공품,30,g,47.81,0.61,2.54,5.63
14148,키커 카페모카,초콜릿가공품,30,g,51.04,0.58,3.19,5.01
14149,통밀케익,초콜릿가공품,70,g,802.11,13.93,47.27,89.44
14150,트러플,밀크초콜릿,30,g,56.33,0.64,4.21,3.97
14151,파티에 초코파이,초콜릿가공품,30,g,39.6,0.36,1.55,5.93
14152,팜온더로드 블루베리 그릭요거트볼,초콜릿가공품,30,g,46.53,0.81,2.52,4.95
14153,팜온더로드 크랜베리 초코볼,초콜릿가공품,30,g,42.84,0.36,1.89,5.94
14154,폴카링 초코홀릭,초콜릿가공품,30,g,152.05,1.66,8.87,16.4
14155,해바라기,초콜릿가공품,30,g,48.33,0.99,2.7,4.95
14156,핸디카페 다크,초콜릿가공품,30,g,40.77,0.36,1.8,5.58
14157,핸디카페 마일드,초콜릿가공품,30,g,41.13,0.36,1.8,5.67
14158,허쉬 키세스 쿠키앤크림,초콜릿가공품,30,g,46.44,0.72,2.43,5.49
14159,잔치용 청포묵,묵류,80,g,21.12,0.45,0.06,4.8
14160,청포묵,묵류,80,g,21.12,0.45,0.06,4.8
14161,순두부,두부,80,g,30.08,3.58,1.47,0.7
14162,계란연두부,두부,80,g,42.24,3.84,1.66,2.94
14163,연두부,두부,80,g,32,3.14,1.6,1.28
14164,단단한 두부,두부,80,g,39.68,3.9,1.54,2.56
14165,두부,두부,80,g,39.68,4.22,1.54,2.18
14166,만두 속두부,두부,80,g,39.68,6.85,2.82,2.43
14167,부드러운 두부,두부,80,g,39.68,3.84,1.54,2.56
14168,부침용 두부,두부,80,g,39.04,3.84,1.47,2.56
14169,생두부,두부,80,g,33.92,3.01,1.41,2.18
14170,생명물두부,두부,80,g,170.67,15.45,7.59,10.97
14171,업소용 두부,두부,80,g,39.68,3.84,2.82,2.43
14172,찌게용 두부,두부,80,g,39.04,3.65,1.47,2.75
14173,고소한 베지밀,가공두유,200,g,260,12,16,16
14174,박사두유,가공두유,200,g,240,14,14.4,18.4
14175,베지밀 네오인펀트,가공두유,200,g,280,8,14,30
14176,베지밀 바나나맛,가공두유,200,g,220,8,4,40
14177,베지밀 비 팩,가공두유,200,g,252,12,12,24
14178,베지밀 어덜트,가공두유,200,g,232,12,12,18
14179,베지밀 에이 팩,가공두유,200,g,220,12,12,16
14180,베지밀 유스,가공두유,200,g,180,12,8,16
14181,베지밀 인펀트,가공두유,200,g,300,10,12,32
14182,베지밀 초코,가공두유,200,g,260,8,8,40
14183,베지밀 토들러,가공두유,200,g,280,10,14,28
14184,엘리트 베지밀,가공두유,200,g,288,14.4,16.4,20.4
14185,연세두유,가공두유,200,g,256,13.6,15.2,15.6
14186,원두밀,가공두유,200,g,180,12,8,16
14187,참맛두유,가공두유,200,g,248,14,14,18.8
14188,팬다빈나나,가공두유,200,g,220,8,4,40
14189,팬다빈러플,가공두유,200,g,220,4,2,48
14190,팬다빈베리,가공두유,200,g,232,8,4,42
14191,팬다빈쵸쵸,가공두유,200,g,260,8,8,40
14192,딸기잼2,잼,20,g,61,0,0,15.2
14193,복음자리 후르츠 잼,잼,20,g,1.93,0,0,0.48
14194,복음자리 무농약 딸기,잼,20,g,2.63,0,0,0.66
14195,복음자리 유기농 딸기잼,잼,20,g,2.59,0,0,0.65
14196,복음자리 친환경 사과로 만든 잼,잼,20,g,2.36,0,0,0.59
14197,유부,가공두부,80,g,348.8,16.38,29.06,5.44
14198,유부,가공두부,80,g,234.88,15.3,18.69,1.41
14199,유부,가공두부,80,g,225.92,11.9,21.18,1.79
14200,조미유부,가공두부,80,g,117.76,5.25,6.78,8.83
14201,초밥유부,가공두부,80,g,148.91,11.56,7.72,8.79
14202,이마트 세이브 딸기 잼,잼,20,g,54,0,0,13.4
14203,이마트 올리고당 딸기 잼,잼,20,g,89,0.7,2.6,15.6
14204,이마트 올리고당 복숭아 잼,잼,20,g,52,0,0,13
14205,이마트 올리고당 사과 잼,잼,20,g,53,0.2,0,13.2
14206,이마트 올리고당 포도 잼,잼,20,g,54,0,0,13.6
14207,청정원 사과쨈 복음자리,잼,20,g,50,0,0,13
14208,청정원 아이사랑 딸기잼 복음자리,잼,20,g,50,0,0,12
14209,청정원 유기농 딸기잼 복음자리,잼,20,g,50,0,0,13
14210,청정원 유기농 블루베리쨈 복음자리,잼,20,g,48,0,0,12
14211,청정원 포도쨈 복음자리,잼,20,g,50,0,0,13
14212,함박웃음 딸기잼 GS리테일,잼,20,g,54,0,0,13.6
14213,함박웃음 복숭아잼 GS리테일,잼,20,g,58,0,0,14.6
14214,함박웃음 사과잼 GS리테일,잼,20,g,60,0.2,0,14.8
14215,함박웃음 포도잼 GS리테일,잼,20,g,59,0,0,14.8
14216,홈플러스 유기농 딸기잼,잼,20,g,2.52,0,0,0.63
14217,너트프라자,땅콩 또는 견과류가공품,10,g,5.8,0.2,0.53,0.15
14218,믹스너트,땅콩 또는 견과류가공품,10,g,5.57,0.22,0.49,0.17
14219,네스퀵 딸기향,당류가공품,17,g,67.15,0.76,0.46,14.96
14220,도토리묵,묵류,80,g,35.2,0.77,2.11,3.33
14221,잔치용 도토리묵,묵류,80,g,35.2,0.77,2.11,3.33
14222,꿀땅콩,땅콩 또는 견과류가공품,10,g,49,1.97,3.38,3.4
14223,맛땅콩,땅콩 또는 견과류가공품,10,g,5.33,0.25,0.45,0.17
14224,알땅콩,땅콩 또는 견과류가공품,10,g,5.32,0.24,0.45,0.17
14225,커피땅콩,땅콩 또는 견과류가공품,10,g,4.71,0.15,0.26,0.51
14226,마카다미아,땅콩 또는 견과류가공품,10,g,7.15,0.08,0.76,0.1
14227,스모크하우스 아몬드,땅콩 또는 견과류가공품,10,g,5.79,0.18,0.54,0.17
14228,칼몬드,땅콩 또는 견과류가공품,10,g,5.35,0.21,0.47,0.16
14229,하니 아몬드,땅콩 또는 견과류가공품,10,g,5.49,0.16,0.45,0.29
14230,후렌치후라이드 아몬드,땅콩 또는 견과류가공품,10,g,5.84,0.18,0.54,0.16
14231,제티 딸기맛,당류가공품,100,g,376.47,0,0,94.12
14232,제티 바나나맛,당류가공품,100,g,376.47,0,0,94.12
14233,캐슈너트,땅콩 또는 견과류가공품,10,g,5.65,0.19,0.47,0.25
14234,투썸 요거트 파우더,당류가공품,100,g,380,0,0,95
14235,머거본호두,땅콩 또는 견과류가공품,100,g,646,15.3,66,9.7
14236,돌산갓김치,김치,30,g,3.69,0.33,0.06,0.45
14237,깍두기,김치,30,g,3.69,0.19,0.05,0.63
14238,포기김치,김치,30,g,2.88,0.2,0.05,0.42
14239,백김치,김치,30,g,1.71,0.12,0.02,0.27
14240,총각김치,김치,30,g,4.95,0.27,0.03,0.93
14241,깻잎마당,과/채가공품,30,g,16.2,0.82,0.53,2.05
14242,김밥 단무지,절임식품,30,g,2.25,0.03,0.02,0.5
14243,김밥 단무지,절임식품,30,g,2.34,0.03,0.11,0.31
14244,꼬마 단무지,절임식품,30,g,2.25,0.02,0.11,0.29
14245,쌍 단무지,절임식품,30,g,1.17,0.04,0,0.26
14246,알뜰 단무지,절임식품,30,g,2.34,0.02,0.11,0.32
14247,이절 단무지,절임식품,30,g,2.25,0.03,0.02,0.5
14248,이절 단무지,절임식품,30,g,1.62,0.02,0.11,0.14
14249,점보 단무지,절임식품,30,g,2.79,0.03,0.11,0.41
14250,통 단무지,절임식품,30,g,2.25,0.03,0.02,0.5
14251,통 단무지,절임식품,30,g,2.7,0.02,0.11,0.41
14252,당근농원,과/채주스,200,g,156,2,0,36.8
14253,숙주나물,기타 농산가공품,30,g,2.97,0.19,0.06,0.55
14254,코올슬로,신선편의식품,30,g,11.43,0.13,0.57,1.27
14255,가지런한 콩나물,기타 농산가공품,30,g,3.33,0.38,0.07,0.64
14256,작은키 콩나물,기타 농산가공품,30,g,3.33,0.43,0.07,0.68
14257,콩나물,기타 농산가공품,30,g,4.77,0.28,0.27,0.31
14258,토마토농원,과/채주스,200,g,160,2,0,38.4
14259,대추사랑,과/채주스,200,g,160,0,0,39.6
14260,황도,과/채가공품,30,g,5.76,0.04,0.01,1.38
14261,과수원 복숭아,과/채주스,200,g,216,1.6,0,52.4
14262,갈아만든 사과,과/채주스,200,g,364,5.2,5.2,83.2
14263,라이브 사과,과/채주스,200,g,180,0,0,44
14264,과수원 살구,과/채주스,200,g,216,2,0,52
14265,라이브 오렌지,과/채주스,200,g,200,0,0,48
14266,오렌지주스,과/채주스,200,g,320,4,0,80
14267,오렌지주스,과/채주스,200,g,196,2,0,46.8
14268,칠드업 오렌지주스,과/채주스,200,g,200,4,0,44
14269,라이브포도,과/채주스,200,g,200,0,0,48
14270,아침에주스 포도,과/채주스,200,g,220,0,0,56
14271,포도주스100,과/채주스,200,g,260,0,0,65.2
14272,오리지날치킨 가슴살,즉석섭취식품,30,g,16.29,2.39,0.7,0.06
14273,오리지날치킨 날개,즉석섭취식품,30,g,21.78,2.2,1.39,0.18
14274,오리지날치킨 넓적다리살,즉석섭취식품,30,g,20.7,1.84,1.2,0.1
14275,오리지날치킨 다리살,즉석섭취식품,30,g,15.84,2.38,0.7,0.16
14276,맥너겟 20조각,즉석섭취식품,30,g,42.3,1.5,1.44,1.28
14277,맥너겟 6조각,즉석섭취식품,30,g,17.1,1.5,1.38,1.25
14278,맥너겟 9조각,즉석섭취식품,30,g,27.9,1.5,1.41,1.25
14279,텐더 스프립스,즉석섭취식품,30,g,12.87,2.39,0.32,0
14280,핫크리스피 치킨,즉석섭취식품,30,g,26.28,1.65,1.42,0.07
14281,델립 불고기햄 300g,프레스햄,30,g,17.33,1.19,0.98,0.94
14282,돈까스,분쇄가공육제품,30,g,26.46,1.28,1.48,2.02
14283,돈까스,분쇄가공육제품,30,g,22.77,0.75,1.25,2.14
14284,돈까스,분쇄가공육제품,30,g,22.77,0.7,1.3,2.04
14285,미니 돈까스,분쇄가공육제품,30,g,22.23,1.6,0.5,2.08
14286,미니 돈까스,분쇄가공육제품,30,g,26.01,0.88,1.03,3.28
14287,미니 돈까스,분쇄가공육제품,30,g,23.58,0.79,1.58,1.58
14288,순살 돈까스,분쇄가공육제품,30,g,18.54,1.55,0.39,1.41
14289,순살 돈까스,분쇄가공육제품,30,g,16.74,0.83,0.54,2.13
14290,실속 돈까스,분쇄가공육제품,30,g,25.83,0.65,1.75,1.85
14291,알뜰 돈까스,분쇄가공육제품,30,g,23.67,1.14,1.66,0.94
14292,점보 돈까스,분쇄가공육제품,30,g,22.05,0.86,1.26,1.81
14293,프리미엄 돈까스,분쇄가공육제품,30,g,24.57,0.97,1.33,2.17
14294,런천미트,프레스햄,30,g,17.82,1.22,1.12,0.7
14295,로스팜,프레스햄,30,g,19.8,1.4,1.42,0.34
14296,앙코르 골드팜,프레스햄,30,g,20.7,1.4,1.52,0.34
14297,앙코르 런천미트,프레스햄,30,g,21.6,1.23,1.66,0.45
14298,베이컨,베이컨류,30,g,18.27,1.62,1.22,0.11
14299,숄더베이컨,베이컨류,30,g,24.03,1.03,2,0.49
14300,빅스모크햄 1kg,프레스햄,30,g,16.69,0.86,0.89,1.3
14301,도시락 비엔나,소시지,30,g,21.33,0.92,1.37,1.27
14302,비엔나,소시지,30,g,27.45,1.23,2.35,0.36
14303,비엔나 소시지,소시지,30,g,27.81,1.15,2.27,0.71
14304,비엔나 소시지,소시지,30,g,14.94,1.23,0.5,0.51
14305,앙코르 리틀비엔나,소시지,30,g,25.56,1.12,2.15,0.42
14306,앙코르 리틀비엔나소세지,소시지,30,g,26.82,1.07,2.33,0.4
14307,갈비맛 골드,어육소시지,30,g,17.73,1.58,0.94,0.63
14308,둘리,어육소시지,30,g,15.57,1.01,1.09,0.43
14309,맛대장,어육소시지,30,g,11.34,1.33,0.04,1.41
14310,새 몽땅야채맛 소시지,어육소시지,30,g,13.77,1.06,0.37,1.49
14311,새 참맛 소시지,어육소시지,30,g,16.92,1.83,0.33,1.56
14312,새 홈 소시지,어육소시지,30,g,19.35,0.53,1.1,1.84
14313,야채몽땅 소시지,어육소시지,30,g,17.82,0.7,0.94,1.64
14314,야채소세지,어육소시지,30,g,13.05,1.22,0.11,1.83
14315,잘 재운 동원 참 갈비,어육소시지,30,g,22.86,1.49,1.64,0.56
14316,점보 포크소세지,어육소시지,30,g,15.75,1.15,0.71,0.51
14317,참피온 소세지,어육소시지,30,g,14.94,0.57,0.43,2.2
14318,천하200,어육소시지,30,g,16.02,0.94,0.8,1.24
14319,천하Q,어육소시지,30,g,16.74,0.92,0.86,1.3
14320,천하장군,어육소시지,30,g,11.16,1.49,0.04,1.22
14321,천하장사,어육소시지,30,g,17.82,1.06,1.13,0.85
14322,천하장사Q,어육소시지,30,g,18.36,1.11,1.02,1.19
14323,홈소세지,어육소시지,30,g,18.27,1.4,0.38,2.21
14324,IMF 후랑크,소시지,30,g,16.11,1.24,0.83,0.79
14325,LA 후랑크,소시지,30,g,18,1.69,0.84,0.79
14326,덩크 후랑크,소시지,30,g,17.64,1.51,0.89,0.81
14327,숯불구이 후랑크,소시지,30,g,20.07,1.32,0.98,1.49
14328,점프 후랑크,소시지,30,g,17.82,1.24,1.17,0.78
14329,직화구이 후랑크,소시지,30,g,51.6,4.35,1.77,1.32
14330,켄터키 후랑크,소시지,30,g,24.03,1.04,1.89,0.7
14331,켄터키 후랑크,소시지,30,g,18.81,0.78,1.11,1.4
14332,켄터키 후랑크,소시지,30,g,21.24,1.34,1.31,1.02
14333,핫후랑크 소세지,소시지,30,g,24.93,1.03,1.93,0.86
14334,후랑크 땡,소시지,30,g,15.66,1.11,0.85,0.82
14335,후랑크 말이,소시지,30,g,11.97,1.49,0.21,1.03
14336,후랑크 소세지,소시지,30,g,21.78,1.15,1.58,0.75
14337,후랑크 소세지,소시지,30,g,27.27,1.19,2.19,0.7
14338,꼬리곰탕 액즙,식육추출가공품,100,g,42,2.5,1.9,1
14339,토가니탕,식육추출가공품,100,g,87,16,2.3,1
14340,레또크림스튜,소스,100,g,118,4.1,8,0.2
14341,갈비 경단,분쇄가공육제품,30,g,21.96,0.75,0.09,1.07
14342,갈비맛 완자,분쇄가공육제품,30,g,16.02,1.44,0.84,0.69
14343,게와야채 맛 너겟,분쇄가공육제품,30,g,24.3,0.75,1.12,2.8
14344,꼬마볼,분쇄가공육제품,30,g,11.88,1.12,0.03,1.8
14345,동그랑땡,분쇄가공육제품,30,g,15.3,1.2,0.42,0.93
14346,동그랑땡,분쇄가공육제품,30,g,16.65,1.03,0.75,1.46
14347,동그랑땡,분쇄가공육제품,30,g,18.36,0.83,1.37,0.68
14348,동그랑땡 상온,분쇄가공육제품,30,g,17.91,1.27,1,1.46
14349,동그랑땡 구이맛,분쇄가공육제품,30,g,16.38,1.22,0.86,0.82
14350,레또 미트볼,분쇄가공육제품,30,g,17.28,0.72,1.01,1.34
14351,레또 탕수완자,분쇄가공육제품,30,g,13.41,0.53,0.64,1.38
14352,미니롤,분쇄가공육제품,30,g,20.25,1.58,0.58,2.86
14353,미트,분쇄가공육제품,30,g,21.15,1.44,1.46,0.57
14354,미트볼,분쇄가공육제품,30,g,19.26,1.08,1.28,0.85
14355,버섯 동그랑땡,분쇄가공육제품,30,g,16.47,1.22,1.05,0.54
14356,새우맛 땡,분쇄가공육제품,30,g,15.21,1.13,0.77,0.85
14357,쇠고기 동그랑땡,분쇄가공육제품,30,g,18.09,1.24,1.39,0.17
14358,야채땡,분쇄가공육제품,30,g,18.63,1.03,1.15,0.17
14359,오징어 동그랑땡,분쇄가공육제품,30,g,15.84,1.01,0.95,0.8
14360,완자 동그랑땡,분쇄가공육제품,30,g,10.62,1.41,0.14,0.94
14361,전통떡갈비1,분쇄가공육제품,30,g,24.03,1.06,1.45,1.07
14362,전통떡갈비2,분쇄가공육제품,30,g,27.36,1.23,2.02,1.07
14363,좋은 순돈육,분쇄가공육제품,30,g,19.8,1.21,1.23,1.89
14364,진주 동그랑땡,분쇄가공육제품,30,g,15.21,1.09,0.74,1.04
14365,치킨잡채 땡,분쇄가공육제품,30,g,21.69,1.35,1.71,0.1
14366,탕수완자,분쇄가공육제품,30,g,16.65,0.79,1.05,1.02
14367,장조림,조림류,30,g,16.92,1.47,1.05,0.29
14368,앙코르 장조림,조림류,30,g,10.35,1.25,0.45,0.32
14369,진주 장조림,조림류,30,g,8.1,1.31,0.1,0.49
14370,탕수육,분쇄가공육제품,30,g,17.55,1.13,0.43,1.45
14371,탕수육,분쇄가공육제품,30,g,17.1,0.76,0.58,2.2
14372,탕수육,분쇄가공육제품,30,g,18.9,1.36,0.58,2.2
14373,구운 소금구이맛 햄,프레스햄,30,g,18.36,1.56,1.17,0.28
14374,김밥속 햄,프레스햄,30,g,15.93,1.37,1.03,0.29
14375,김밥 햄,프레스햄,30,g,19.8,1.2,1.29,0.86
14376,김밥 햄,프레스햄,30,g,18,0.94,0.86,1.62
14377,김치속속 햄,프레스햄,30,g,18.72,1.05,1.27,0.78
14378,더블스모크 햄,프레스햄,30,g,18.9,1.94,0.91,0.62
14379,불고기골드 햄,프레스햄,30,g,20.16,1.14,1.26,1.06
14380,불고기맛,프레스햄,30,g,34.2,1.28,0.87,1.28
14381,불고기 스모크햄,프레스햄,30,g,19.62,1.11,1.12,1.28
14382,불고기햄,프레스햄,30,g,20.97,1.17,1.38,0.97
14383,빅 스모크햄,프레스햄,30,g,15.93,0.95,0.89,0.99
14384,순돈육햄,프레스햄,30,g,18.45,1.74,1.14,0.2
14385,숯불구이 완자햄,분쇄가공육제품,30,g,19.53,1.17,1.2,1.03
14386,숯불구이 햄,프레스햄,30,g,20.25,1.32,0.95,1.61
14387,숯불김밥 햄,프레스햄,30,g,19.89,1.24,1.02,1.45
14388,스모크 불고기햄,프레스햄,30,g,14.85,0.86,0.71,1.22
14389,스모크햄,프레스햄,30,g,18.99,1.03,1.22,0.98
14390,스모크햄,프레스햄,30,g,17.46,1.38,0.78,1.23
14391,스모크햄-7,프레스햄,30,g,17.01,1.51,1.05,0.37
14392,알뜰주부 햄,프레스햄,30,g,16.83,1.06,1.05,0.79
14393,앙코르김밥 햄,프레스햄,30,g,19.8,1.18,1.4,0.63
14394,앙코르 바다시대,프레스햄,30,g,21.51,1.04,1.54,0.86
14395,앙코르 버섯시대,프레스햄,30,g,18,1.12,1.22,0.66
14396,앙코르 불갈비맛 햄,프레스햄,30,g,18.9,1.46,1.41,0.08
14397,앙코르 불고기햄,프레스햄,30,g,20.79,1.17,1.54,0.58
14398,앙코르 순돈육시대,프레스햄,30,g,21.42,1.48,1.69,0.08
14399,앙코르 숯불구이맛 김밥햄,프레스햄,30,g,20.25,1.11,1.3,1.05
14400,앙코르 숯불구이맛 완자햄,분쇄가공육제품,30,g,18.81,1.2,1.17,0.87
14401,앙코르 숯불구이맛 햄,프레스햄,30,g,20.61,1.29,1.31,0.92
14402,앙코르 숯불구이맛 후랑크,프레스햄,30,g,20.07,1.25,1.24,0.97
14403,앙코르 스모크햄,프레스햄,30,g,18.54,1.22,1.18,0.76
14404,앙코르 야채시대,프레스햄,30,g,18.54,1.18,1.24,0.65
14405,앙코르 유로후랑,프레스햄,30,g,21.51,1.3,1.73,0.18
14406,앙코르 피자스모크,프레스햄,30,g,19.26,1.21,1.39,0.48
14407,일등주부햄,프레스햄,30,g,16.47,1.11,0.97,0.78
14408,저지방햄,프레스햄,30,g,10.17,1.27,0.24,0.72
14409,즉석구이햄,프레스햄,30,g,15.03,1.33,1.01,0.05
14410,직화구이 김밥햄,프레스햄,30,g,18.18,1.23,0.81,0.45
14411,치즈속속 햄,프레스햄,30,g,19.26,1.18,1.28,0.76
14412,프리미엄 햄,프레스햄,30,g,21.33,1.54,1.39,0.66
14413,피자햄까스,프레스햄,30,g,16.56,0.81,0.14,2.99
14414,햄맛,프레스햄,30,g,116.1,3.87,3.96,1.5
14415,햄버거스테이크,식육함유가공품,30,g,14.85,0.86,0.84,0.97
14416,햄버거스테이크,식육함유가공품,150,g,555.75,38.47,41.62,6.97
14417,불고기햄버그,식육함유가공품,30,g,17.46,0.69,1.03,1.35
14418,버그,분쇄가공육제품,30,g,24.57,1.31,1.85,0.6
14419,불고기패티,분쇄가공육제품,30,g,23.22,1.82,1.63,0.31
14420,게맛살 큰잔치 190g,어묵,30,g,10.95,0.72,0.08,1.84
14421,꼬마장사,어육소시지,30,g,21.46,0.83,1.52,0.97
14422,10알 자연란,알함유가공품,60,g,45,4.18,2.81,1.01
14423,6알 자연란,알함유가공품,60,g,45,4.18,2.81,1.01
14424,도라에몽,어육소시지,30,g,15,0.9,0.81,1.2
14425,마다가스카,어육소시지,30,g,9,0.9,0,1.5
14426,맥스봉 크림치즈&콘,어육소시지,30,g,16.71,0.77,0.98,1.29
14427,삼호맛살 270g,어육소시지,30,g,10.62,0.75,0.07,1.75
14428,알뜰소시지 500g,어육소시지,30,g,20.7,0.72,1.35,1.53
14429,야채맛소시지 190g,어육소시지,30,g,15.3,0.81,0.72,1.44
14430,우리쌀 옛날소시지,어육소시지,30,g,50,2,1.2,8
14431,잔치 소시지,어육소시지,30,g,41.7,2.7,0.45,6.69
14432,조이락 동원 실속 맛살 1kg,어육소시지,30,g,10.65,0.76,0.03,1.85
14433,진주 홈 소시지,어육소시지,30,g,18,0.54,0.81,2.16
14434,청정원 뿌까마또르 담백한 맛,어육소시지,30,g,76.56,3.4,3.57,6.81
14435,청정원 뿌까마또르,어육소시지,30,g,42.19,2.25,2.59,2.81
14436,청정원 코코몽 소시지,어육소시지,30,g,60,1,3,7
14437,출첵 345g,어육소시지,30,g,14.4,0.99,0.72,0.99
14438,키스틱 매콤문어 600g,어육소시지,30,g,18,1.08,0.9,1.26
14439,한성 통통맛살H 1kg,어육소시지,30,g,11.22,0.58,0.06,2.08
14440,한아름 소시지 600g,어육소시지,30,g,20.7,0.72,1.35,1.53
14441,가자미살,기타 수산물가공품,30,g,6.03,1.37,0.05,0.04
14442,게맛살,어묵,30,g,9.63,1,0,1.39
14443,게맛살,어묵,30,g,10.98,0.9,0.07,1.68
14444,게맛살버거,어묵,30,g,14.76,0.57,0.1,2.91
14445,게맛살 큰잔치,어묵,30,g,10.17,1.67,0.02,0.82
14446,골드집 게맛살,어묵,30,g,12.06,0.68,0.03,2.29
14447,맛살말이,어묵,30,g,12.24,1.61,0.19,1.03
14448,모양집게 맛살,어묵,30,g,12.78,0.57,0.24,2.09
14449,바다가재 맛살,어묵,30,g,9.09,1.3,0.05,0.85
14450,삼호 게맛살,어묵,30,g,9.72,0.72,0.15,1.55
14451,새우맛살,어묵,30,g,8.37,0.72,0.05,1.24
14452,새우맛살,어묵,30,g,11.07,1.03,0.02,1.69
14453,새우맛살,어묵,30,g,9.18,0.95,0.08,1.15
14454,생생 게맛살,어묵,30,g,10.26,1.15,0.05,1.22
14455,생생 맛살,어묵,30,g,10.35,0.82,0,1.75
14456,실속 집게맛살,어묵,30,g,11.52,0.63,0.04,2.38
14457,싱싱맛살,어묵,30,g,10.62,0.95,0.01,0
14458,잔치 게맛살,어묵,30,g,8.1,1.38,0.05,0.48
14459,잔치 맛살,어묵,30,g,9.63,0.9,0.01,1.49
14460,집게 맛살,어묵,30,g,12.87,0.56,0.24,2.13
14461,통통 맛살,어묵,30,g,11.07,0.88,0.06,1.75
14462,고등어,기타 수산물가공품,30,g,12.6,1.59,0.69,0
